Date,HomeTeam,AwayTeam,Target,home_avg_goals_scored,home_avg_goals_conceded,home_avg_shots,home_avg_shots_target,home_avg_corners,home_win_rate,home_form,away_avg_goals_scored,away_avg_goals_conceded,away_avg_shots,away_avg_shots_target,away_avg_corners,away_win_rate,away_form,form_difference,goal_difference,home_shot_efficiency,away_shot_efficiency,home_advantage,Target_encoded
2020-09-20,Genk,Mechelen,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,1.8,1.8,13.4,5.2,4.4,0.4,1.4,0.6000000000000001,0.19999999999999996,0.3333333333333333,0.3611111111111111,0.19999999999999996,0
2020-09-20,Antwerp,Eupen,D,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.8,1.4,10.2,2.8,3.4,0.2,0.6,0.20000000000000007,1.0,0.4,0.25,0.0,1
2020-09-21,Cercle Brugge,St Truiden,H,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.20000000000000007,0.7999999999999998,0.30952380952380953,0.33333333333333337,0.2,0
2020-09-25,Kortrijk,Antwerp,A,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.5999999999999999,-0.8,0.31818181818181823,0.4,0.2,2
2020-09-26,Beerschot VA,Waasland-Beveren,H,1.2,2.8,10.2,3.6,2.8,0.0,0.0,2.0,2.2,13.8,6.6,5.0,0.4,1.2,-1.2,-1.3999999999999997,0.32142857142857145,0.4459459459459459,-0.4,0
2020-09-26,Mechelen,St Truiden,H,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.7999999999999999,1.5999999999999999,0.3611111111111111,0.33333333333333337,0.4,0
2020-09-26,Gent,Oud-Heverlee Leuven,A,1.4,1.0,12.0,4.2,4.2,0.4,1.4,1.6,0.8,11.8,5.0,5.8,0.4,1.8,-0.40000000000000013,-0.40000000000000013,0.3230769230769231,0.390625,0.0,2
2020-09-27,Standard,Waregem,D,0.4,0.6,9.8,1.8,2.8,0.4,1.4,2.2,2.2,10.2,5.0,4.4,0.2,0.8,0.5999999999999999,-0.19999999999999996,0.16666666666666666,0.44642857142857145,0.2,1
2020-09-27,Anderlecht,Eupen,D,1.4,0.6,12.4,4.4,5.8,0.6,2.2,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.6,1.4,0.3283582089552239,0.25,0.39999999999999997,1
2020-09-27,Club Brugge,Cercle Brugge,H,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.0,1.4000000000000001,0.372093023255814,0.30952380952380953,0.39999999999999997,0
2020-09-27,Mouscron,Charleroi,D,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.0,-0.8000000000000003,0.2602739726027397,0.275,-0.39999999999999997,1
2020-09-28,Genk,Oostende,D,1.8,1.6,15.8,5.6,5.6,0.6,2.0,0.8,3.0,14.8,5.8,5.4,0.2,0.6,1.4,2.4000000000000004,0.3333333333333333,0.36708860759493667,0.39999999999999997,1
2020-10-02,Antwerp,Mechelen,H,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.8,1.8,13.4,5.2,4.4,0.4,1.4,-0.5999999999999999,0.40000000000000013,0.4,0.3611111111111111,-0.2,0
2020-10-03,Waasland-Beveren,Genk,D,2.0,2.2,13.8,6.6,5.0,0.4,1.2,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-0.8,-0.40000000000000013,0.4459459459459459,0.3333333333333333,-0.19999999999999996,1
2020-10-03,Eupen,Cercle Brugge,A,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.2,2.0,15.8,5.2,7.6,0.2,0.8,-0.20000000000000007,0.20000000000000018,0.25,0.30952380952380953,0.0,2
2020-10-03,Oud-Heverlee Leuven,Waregem,H,1.6,0.8,11.8,5.0,5.8,0.4,1.8,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.0,0.8,0.390625,0.44642857142857145,0.2,0
2020-10-03,St Truiden,Kortrijk,D,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.0,1.4,12.2,4.2,7.8,0.4,1.4,-0.7999999999999999,-1.2,0.33333333333333337,0.31818181818181823,-0.4,1
2020-10-04,Club Brugge,Anderlecht,H,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.4,0.6,12.4,4.4,5.8,0.6,2.2,-0.40000000000000013,-0.19999999999999984,0.372093023255814,0.3283582089552239,0.0,0
2020-10-04,Gent,Beerschot VA,H,1.4,1.0,12.0,4.2,4.2,0.4,1.4,1.2,2.8,10.2,3.6,2.8,0.0,0.0,1.4,1.9999999999999998,0.3230769230769231,0.32142857142857145,0.4,0
2020-10-04,Charleroi,Standard,A,1.6,1.4,15.0,4.4,4.4,0.6,1.8,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.40000000000000013,0.40000000000000013,0.275,0.16666666666666666,0.19999999999999996,2
2020-10-04,Oostende,Mouscron,H,0.8,3.0,14.8,5.8,5.4,0.2,0.6,1.2,1.8,13.6,3.8,5.2,0.2,0.8,-0.20000000000000007,-1.6,0.36708860759493667,0.2602739726027397,0.0,0
2020-10-17,Cercle Brugge,Gent,H,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.4,1.0,12.0,4.2,4.2,0.4,1.4,-0.5999999999999999,-1.2,0.30952380952380953,0.3230769230769231,-0.2,0
2020-10-17,Beerschot VA,St Truiden,H,1.2,2.8,10.2,3.6,2.8,0.0,0.0,1.2,2.8,8.6,3.2,3.4,0.0,0.6,-0.6,0.0,0.32142857142857145,0.33333333333333337,0.0,0
2020-10-17,Mechelen,Kortrijk,A,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.0,0.3999999999999999,0.3611111111111111,0.31818181818181823,0.0,2
2020-10-17,Standard,Club Brugge,D,0.4,0.6,9.8,1.8,2.8,0.4,1.4,1.6,1.0,16.2,6.4,5.2,0.6,1.8,-0.40000000000000013,-0.8,0.16666666666666666,0.372093023255814,-0.19999999999999996,1
2020-10-18,Waregem,Antwerp,A,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.0,-0.40000000000000013,0.44642857142857145,0.4,0.0,2
2020-10-18,Mouscron,Eupen,A,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.8,1.4,10.2,2.8,3.4,0.2,0.6,0.20000000000000007,-2.220446049250313e-16,0.2602739726027397,0.25,0.0,2
2020-10-18,Genk,Charleroi,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,1.6,1.4,15.0,4.4,4.4,0.6,1.8,0.19999999999999996,-2.220446049250313e-16,0.3333333333333333,0.275,0.0,0
2020-10-18,Anderlecht,Oud-Heverlee Leuven,D,1.4,0.6,12.4,4.4,5.8,0.6,2.2,1.6,0.8,11.8,5.0,5.8,0.4,1.8,0.40000000000000013,-1.1102230246251565e-16,0.3283582089552239,0.390625,0.19999999999999996,1
2020-10-23,Kortrijk,Anderlecht,A,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.4,0.6,12.4,4.4,5.8,0.6,2.2,-0.8000000000000003,-1.1999999999999997,0.31818181818181823,0.3283582089552239,-0.19999999999999996,2
2020-10-24,Oud-Heverlee Leuven,Club Brugge,H,1.6,0.8,11.8,5.0,5.8,0.4,1.8,1.6,1.0,16.2,6.4,5.2,0.6,1.8,0.0,0.19999999999999996,0.390625,0.372093023255814,-0.19999999999999996,0
2020-10-25,Antwerp,Beerschot VA,H,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.2,2.8,10.2,3.6,2.8,0.0,0.0,0.8,2.0,0.4,0.32142857142857145,0.2,0
2020-10-25,Oostende,Waregem,H,0.8,3.0,14.8,5.8,5.4,0.2,0.6,2.2,2.2,10.2,5.0,4.4,0.2,0.8,-0.20000000000000007,-2.2,0.36708860759493667,0.44642857142857145,0.0,0
2020-10-25,St Truiden,Standard,H,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.4,0.6,9.8,1.8,2.8,0.4,1.4,-0.7999999999999999,-1.4,0.33333333333333337,0.16666666666666666,-0.4,0
2020-10-26,Gent,Genk,A,1.4,1.0,12.0,4.2,4.2,0.4,1.4,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-0.6000000000000001,0.19999999999999996,0.3230769230769231,0.3333333333333333,-0.19999999999999996,2
2020-10-30,Genk,Eupen,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.4,0.7999999999999998,0.3333333333333333,0.25,0.39999999999999997,0
2020-10-31,Charleroi,Cercle Brugge,H,1.6,1.4,15.0,4.4,4.4,0.6,1.8,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.0,1.0000000000000002,0.275,0.30952380952380953,0.39999999999999997,0
2020-10-31,Club Brugge,Mechelen,D,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.8,1.8,13.4,5.2,4.4,0.4,1.4,0.40000000000000013,0.6000000000000001,0.372093023255814,0.3611111111111111,0.19999999999999996,1
2020-11-01,Anderlecht,Antwerp,H,1.4,0.6,12.4,4.4,5.8,0.6,2.2,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.4000000000000001,0.3999999999999998,0.3283582089552239,0.4,0.39999999999999997,0
2020-11-01,Standard,Oostende,H,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.8,3.0,14.8,5.8,5.4,0.2,0.6,0.7999999999999999,2.0,0.16666666666666666,0.36708860759493667,0.2,0
2020-11-01,Waasland-Beveren,Gent,A,2.0,2.2,13.8,6.6,5.0,0.4,1.2,1.4,1.0,12.0,4.2,4.2,0.4,1.4,-0.19999999999999996,-0.6000000000000001,0.4459459459459459,0.3230769230769231,0.0,2
2020-11-02,Waregem,Kortrijk,D,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.0,1.4,12.2,4.2,7.8,0.4,1.4,-0.5999999999999999,0.3999999999999999,0.44642857142857145,0.31818181818181823,-0.2,1
2020-11-06,Mechelen,Charleroi,D,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-0.40000000000000013,-0.20000000000000018,0.3611111111111111,0.275,-0.19999999999999996,1
2020-11-07,Kortrijk,Beerschot VA,D,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.2,2.8,10.2,3.6,2.8,0.0,0.0,1.4,1.2,0.31818181818181823,0.32142857142857145,0.4,1
2020-11-07,Eupen,Waasland-Beveren,D,0.8,1.4,10.2,2.8,3.4,0.2,0.6,2.0,2.2,13.8,6.6,5.0,0.4,1.2,-0.6,-0.3999999999999997,0.25,0.4459459459459459,-0.2,1
2020-11-07,St Truiden,Genk,A,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-1.4,-1.7999999999999998,0.33333333333333337,0.3333333333333333,-0.6,2
2020-11-08,Antwerp,Standard,D,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.4,0.6,9.8,1.8,2.8,0.4,1.4,-0.5999999999999999,0.6000000000000001,0.4,0.16666666666666666,-0.2,1
2020-11-08,Gent,Anderlecht,D,1.4,1.0,12.0,4.2,4.2,0.4,1.4,1.4,0.6,12.4,4.4,5.8,0.6,2.2,-0.8000000000000003,-0.4,0.3230769230769231,0.3283582089552239,-0.19999999999999996,1
2020-11-08,Cercle Brugge,Waregem,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,2.2,2.2,10.2,5.0,4.4,0.2,0.8,0.0,-0.8,0.30952380952380953,0.44642857142857145,0.0,2
2020-11-21,Standard,Eupen,D,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.8,1.4,10.2,2.8,3.4,0.2,0.6,0.7999999999999999,0.3999999999999999,0.16666666666666666,0.25,0.2,1
2020-11-21,Waasland-Beveren,Cercle Brugge,A,2.0,2.2,13.8,6.6,5.0,0.4,1.2,1.2,2.0,15.8,5.2,7.6,0.2,0.8,0.3999999999999999,0.5999999999999999,0.4459459459459459,0.30952380952380953,0.2,2
2020-11-21,Club Brugge,Kortrijk,H,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.40000000000000013,1.0,0.372093023255814,0.31818181818181823,0.19999999999999996,0
2020-11-22,Waregem,Mechelen,A,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.8,1.8,13.4,5.2,4.4,0.4,1.4,-0.5999999999999999,0.0,0.44642857142857145,0.3611111111111111,-0.2,2
2020-11-22,Charleroi,Gent,A,1.6,1.4,15.0,4.4,4.4,0.6,1.8,1.4,1.0,12.0,4.2,4.2,0.4,1.4,0.40000000000000013,-0.19999999999999973,0.275,0.3230769230769231,0.19999999999999996,2
2020-11-22,Genk,Mouscron,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.2,0.8,0.3333333333333333,0.2602739726027397,0.39999999999999997,0
2020-11-23,Oud-Heverlee Leuven,St Truiden,D,1.6,0.8,11.8,5.0,5.8,0.4,1.8,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.2000000000000002,2.4,0.390625,0.33333333333333337,0.4,1
2020-11-24,Waasland-Beveren,Oostende,H,2.0,2.2,13.8,6.6,5.0,0.4,1.2,0.8,3.0,14.8,5.8,5.4,0.2,0.6,0.6,2.0,0.4459459459459459,0.36708860759493667,0.2,0
2020-11-25,Cercle Brugge,Mouscron,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.0,-0.19999999999999996,0.30952380952380953,0.2602739726027397,0.0,2
2020-11-27,Eupen,Charleroi,H,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.2000000000000002,-0.8,0.25,0.275,-0.39999999999999997,0
2020-11-28,St Truiden,Waasland-Beveren,D,1.2,2.8,8.6,3.2,3.4,0.0,0.6,2.0,2.2,13.8,6.6,5.0,0.4,1.2,-0.6,-1.3999999999999997,0.33333333333333337,0.4459459459459459,-0.4,1
2020-11-28,Cercle Brugge,Genk,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-1.2,-1.0,0.30952380952380953,0.3333333333333333,-0.39999999999999997,2
2020-11-28,Mouscron,Club Brugge,D,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.6,1.0,16.2,6.4,5.2,0.6,1.8,-1.0,-1.2000000000000002,0.2602739726027397,0.372093023255814,-0.39999999999999997,1
2020-11-29,Mechelen,Beerschot VA,A,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.2,2.8,10.2,3.6,2.8,0.0,0.0,1.4,1.5999999999999999,0.3611111111111111,0.32142857142857145,0.4,2
2020-11-29,Gent,Waregem,A,1.4,1.0,12.0,4.2,4.2,0.4,1.4,2.2,2.2,10.2,5.0,4.4,0.2,0.8,0.5999999999999999,0.3999999999999999,0.3230769230769231,0.44642857142857145,0.2,2
2020-11-29,Anderlecht,Standard,D,1.4,0.6,12.4,4.4,5.8,0.6,2.2,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.8000000000000003,0.9999999999999999,0.3283582089552239,0.16666666666666666,0.19999999999999996,1
2020-11-29,Kortrijk,Oostende,H,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.8,3.0,14.8,5.8,5.4,0.2,0.6,0.7999999999999999,1.8000000000000003,0.31818181818181823,0.36708860759493667,0.2,0
2020-11-30,Antwerp,Oud-Heverlee Leuven,H,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.6,0.8,11.8,5.0,5.8,0.4,1.8,-1.0,-0.3999999999999999,0.4,0.390625,-0.2,0
2020-12-01,Mouscron,St Truiden,H,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.20000000000000007,0.9999999999999998,0.2602739726027397,0.33333333333333337,0.2,0
2020-12-02,Charleroi,Waasland-Beveren,A,1.6,1.4,15.0,4.4,4.4,0.6,1.8,2.0,2.2,13.8,6.6,5.0,0.4,1.2,0.6000000000000001,0.40000000000000036,0.275,0.4459459459459459,0.19999999999999996,2
2020-12-03,Eupen,Mechelen,D,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.8,1.8,13.4,5.2,4.4,0.4,1.4,-0.7999999999999999,-0.5999999999999999,0.25,0.3611111111111111,-0.2,1
2020-12-04,Waregem,Anderlecht,D,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.4,0.6,12.4,4.4,5.8,0.6,2.2,-1.4000000000000001,-0.7999999999999999,0.44642857142857145,0.3283582089552239,-0.39999999999999997,1
2020-12-05,Waasland-Beveren,Mouscron,H,2.0,2.2,13.8,6.6,5.0,0.4,1.2,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.3999999999999999,0.3999999999999999,0.4459459459459459,0.2602739726027397,0.2,0
2020-12-05,Oud-Heverlee Leuven,Cercle Brugge,H,1.6,0.8,11.8,5.0,5.8,0.4,1.8,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.0,1.6,0.390625,0.30952380952380953,0.2,0
2020-12-05,Club Brugge,St Truiden,H,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.2000000000000002,2.2,0.372093023255814,0.33333333333333337,0.6,0
2020-12-06,Genk,Antwerp,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.2,-0.20000000000000018,0.3333333333333333,0.4,0.39999999999999997,0
2020-12-06,Beerschot VA,Eupen,A,1.2,2.8,10.2,3.6,2.8,0.0,0.0,0.8,1.4,10.2,2.8,3.4,0.2,0.6,-0.6,-1.0,0.32142857142857145,0.25,-0.2,2
2020-12-06,Standard,Mechelen,D,0.4,0.6,9.8,1.8,2.8,0.4,1.4,1.8,1.8,13.4,5.2,4.4,0.4,1.4,0.0,-0.19999999999999996,0.16666666666666666,0.3611111111111111,0.0,1
2020-12-06,Oostende,Gent,H,0.8,3.0,14.8,5.8,5.4,0.2,0.6,1.4,1.0,12.0,4.2,4.2,0.4,1.4,-0.7999999999999999,-2.6,0.36708860759493667,0.3230769230769231,-0.2,0
2020-12-07,Charleroi,Kortrijk,D,1.6,1.4,15.0,4.4,4.4,0.6,1.8,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.40000000000000013,0.6000000000000001,0.275,0.31818181818181823,0.19999999999999996,1
2020-12-08,Oud-Heverlee Leuven,Mouscron,H,1.6,0.8,11.8,5.0,5.8,0.4,1.8,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.0,1.4000000000000001,0.390625,0.2602739726027397,0.2,0
2020-12-11,Anderlecht,Genk,H,1.4,0.6,12.4,4.4,5.8,0.6,2.2,1.8,1.6,15.8,5.6,5.6,0.6,2.0,0.20000000000000018,0.6,0.3283582089552239,0.3333333333333333,0.0,0
2020-12-12,Mouscron,Beerschot VA,H,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.2,2.8,10.2,3.6,2.8,0.0,0.0,0.8,0.9999999999999998,0.2602739726027397,0.32142857142857145,0.2,0
2020-12-12,Cercle Brugge,Oostende,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,0.8,3.0,14.8,5.8,5.4,0.2,0.6,0.20000000000000007,1.4000000000000001,0.30952380952380953,0.36708860759493667,0.0,2
2020-12-12,Kortrijk,Oud-Heverlee Leuven,A,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.6,0.8,11.8,5.0,5.8,0.4,1.8,-0.40000000000000013,-1.2,0.31818181818181823,0.390625,0.0,2
2020-12-12,St Truiden,Charleroi,A,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.2000000000000002,-1.8,0.33333333333333337,0.275,-0.6,2
2020-12-13,Antwerp,Club Brugge,A,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.6,1.0,16.2,6.4,5.2,0.6,1.8,-1.0,-0.19999999999999996,0.4,0.372093023255814,-0.39999999999999997,2
2020-12-13,Gent,Standard,H,1.4,1.0,12.0,4.2,4.2,0.4,1.4,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.0,0.5999999999999999,0.3230769230769231,0.16666666666666666,0.0,0
2020-12-13,Mechelen,Waasland-Beveren,A,1.8,1.8,13.4,5.2,4.4,0.4,1.4,2.0,2.2,13.8,6.6,5.0,0.4,1.2,0.19999999999999996,0.20000000000000018,0.3611111111111111,0.4459459459459459,0.0,2
2020-12-15,Cercle Brugge,Charleroi,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.0,-1.0000000000000002,0.30952380952380953,0.275,-0.39999999999999997,2
2020-12-15,Mouscron,Oud-Heverlee Leuven,D,1.2,1.8,13.6,3.8,5.2,0.2,0.8,1.6,0.8,11.8,5.0,5.8,0.4,1.8,-1.0,-1.4000000000000001,0.2602739726027397,0.390625,-0.2,1
2020-12-16,Antwerp,Waregem,A,1.6,1.2,15.0,6.4,7.8,0.2,0.8,2.2,2.2,10.2,5.0,4.4,0.2,0.8,0.0,0.40000000000000013,0.4,0.44642857142857145,0.0,2
2020-12-16,Gent,Waasland-Beveren,H,1.4,1.0,12.0,4.2,4.2,0.4,1.4,2.0,2.2,13.8,6.6,5.0,0.4,1.2,0.19999999999999996,0.6000000000000001,0.3230769230769231,0.4459459459459459,0.0,0
2020-12-16,Kortrijk,Standard,H,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.4,0.6,9.8,1.8,2.8,0.4,1.4,0.0,-0.19999999999999996,0.31818181818181823,0.16666666666666666,0.0,0
2020-12-17,Mechelen,Club Brugge,A,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.6,1.0,16.2,6.4,5.2,0.6,1.8,-0.40000000000000013,-0.6000000000000001,0.3611111111111111,0.372093023255814,-0.19999999999999996,2
2020-12-18,Charleroi,Anderlecht,H,1.6,1.4,15.0,4.4,4.4,0.6,1.8,1.4,0.6,12.4,4.4,5.8,0.6,2.2,-0.40000000000000013,-0.5999999999999998,0.275,0.3283582089552239,0.0,0
2020-12-19,Waregem,St Truiden,A,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.20000000000000007,1.5999999999999999,0.44642857142857145,0.33333333333333337,0.2,2
2020-12-19,Genk,Kortrijk,H,1.8,1.6,15.8,5.6,5.6,0.6,2.0,1.0,1.4,12.2,4.2,7.8,0.4,1.4,0.6000000000000001,0.5999999999999999,0.3333333333333333,0.31818181818181823,0.19999999999999996,0
2020-12-20,Club Brugge,Gent,A,1.6,1.0,16.2,6.4,5.2,0.6,1.8,1.4,1.0,12.0,4.2,4.2,0.4,1.4,0.40000000000000013,0.20000000000000018,0.372093023255814,0.3230769230769231,0.19999999999999996,2
2020-12-20,Oud-Heverlee Leuven,Mechelen,A,1.6,0.8,11.8,5.0,5.8,0.4,1.8,1.8,1.8,13.4,5.2,4.4,0.4,1.4,0.40000000000000013,0.8,0.390625,0.3611111111111111,0.0,2
2020-12-20,Standard,Mouscron,A,0.4,0.6,9.8,1.8,2.8,0.4,1.4,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.5999999999999999,0.40000000000000013,0.16666666666666666,0.2602739726027397,0.2,2
2020-12-20,Waasland-Beveren,Antwerp,A,2.0,2.2,13.8,6.6,5.0,0.4,1.2,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.3999999999999999,-0.6000000000000003,0.4459459459459459,0.4,0.2,2
2020-12-26,Club Brugge,Eupen,H,1.6,1.0,16.2,6.4,5.2,0.6,1.8,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.2000000000000002,1.2,0.372093023255814,0.25,0.39999999999999997,0
2020-12-26,Waregem,Cercle Brugge,H,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.2,2.0,15.8,5.2,7.6,0.2,0.8,0.0,0.8,0.44642857142857145,0.30952380952380953,0.0,0
2020-12-26,Kortrijk,Gent,H,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.4,1.0,12.0,4.2,4.2,0.4,1.4,0.0,-0.7999999999999998,0.31818181818181823,0.3230769230769231,0.0,0
2020-12-26,Standard,St Truiden,A,0.4,0.6,9.8,1.8,2.8,0.4,1.4,1.2,2.8,8.6,3.2,3.4,0.0,0.6,0.7999999999999999,1.4,0.16666666666666666,0.33333333333333337,0.4,2
2020-12-27,Antwerp,Charleroi,H,1.6,1.2,15.0,6.4,7.8,0.2,0.8,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.0,0.19999999999999996,0.4,0.275,-0.39999999999999997,0
2020-12-27,Genk,Waasland-Beveren,D,1.8,1.6,15.8,5.6,5.6,0.6,2.0,2.0,2.2,13.8,6.6,5.0,0.4,1.2,0.8,0.40000000000000013,0.3333333333333333,0.4459459459459459,0.19999999999999996,1
2020-12-27,Mechelen,Mouscron,H,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.5999999999999999,0.6000000000000001,0.3611111111111111,0.2602739726027397,0.2,0
2020-12-29,Eupen,Waregem,A,0.8,1.4,10.2,2.8,3.4,0.2,0.6,2.2,2.2,10.2,5.0,4.4,0.2,0.8,-0.20000000000000007,-0.5999999999999999,0.25,0.44642857142857145,0.0,2
2020-12-30,St Truiden,Beerschot VA,H,1.2,2.8,8.6,3.2,3.4,0.0,0.6,1.2,2.8,10.2,3.6,2.8,0.0,0.0,0.6,0.0,0.33333333333333337,0.32142857142857145,0.0,0
2021-01-06,Eupen,Genk,A,0.8,1.4,10.2,2.8,3.4,0.2,0.6,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-1.4,-0.7999999999999998,0.25,0.3333333333333333,-0.39999999999999997,2
2021-01-09,Waregem,Mouscron,H,2.2,2.2,10.2,5.0,4.4,0.2,0.8,1.2,1.8,13.6,3.8,5.2,0.2,0.8,0.0,0.6000000000000001,0.44642857142857145,0.2602739726027397,0.0,0
2021-01-09,Cercle Brugge,Eupen,A,1.2,2.0,15.8,5.2,7.6,0.2,0.8,0.8,1.4,10.2,2.8,3.4,0.2,0.6,0.20000000000000007,-0.20000000000000018,0.30952380952380953,0.25,0.0,2
2021-01-09,Kortrijk,Genk,H,1.0,1.4,12.2,4.2,7.8,0.4,1.4,1.8,1.6,15.8,5.6,5.6,0.6,2.0,-0.6000000000000001,-0.5999999999999999,0.31818181818181823,0.3333333333333333,-0.19999999999999996,0
2021-01-09,Oostende,Charleroi,H,0.8,3.0,14.8,5.8,5.4,0.2,0.6,1.6,1.4,15.0,4.4,4.4,0.6,1.8,-1.2000000000000002,-2.4000000000000004,0.36708860759493667,0.275,-0.39999999999999997,0
2021-01-10,Mechelen,Antwerp,H,1.8,1.8,13.4,5.2,4.4,0.4,1.4,1.6,1.2,15.0,6.4,7.8,0.2,0.8,0.5999999999999999,-0.40000000000000013,0.3611111111111111,0.4,0.2,0
2021-01-10,Beerschot VA,Gent,D,1.2,2.8,10.2,3.6,2.8,0.0,0.0,1.4,1.0,12.0,4.2,4.2,0.4,1.4,-1.4,-1.9999999999999998,0.32142857142857145,0.3230769230769231,-0.4,1
